URL.to.paper	DOI	Journal	Publisher	Title	Author	Year	author_year	BibTeX.citation	Taxonomy
http://onlinelibrary.wiley.com/doi/10.1111/1365-2435.12366/abstract	10.5061/dryad.53550	Functional Ecology	Wiley Online Library	More for less: sampling strategies of plant functional traits across local environmental gradients	Carmona	2014	.carmona.2014	@article{carmona2014,author = {Carmona, Carlos P. and Rota, Cristina and Azc\'{a}rate, Francisco M. and Peco, Bego\={n}a},title = {More for less: sampling strategies of plant functional traits acrosslocal environmental gradients},journal = {Functional Ecology},volume = {29},number = {4},issn = {1365-2435},url = {http://dx.doi.org/10.1111/1365-2435.12366},doi = {10.1111/1365-2435.12366},pages = {579--588},keywords = {Community weighted mean, functional diversity, intraspecificvariability, mediterranean grasslands, plant height, specific leaf area},year = {2015}}	Plantae
http://onlinelibrary.wiley.com/doi/10.1111/1365-2435.12615/full	10.1111/1365-2435.12615	Functional Ecology	Wiley	Do high-impact invaders have the strongest negative effects on abundant and functionally similar resident species?	Case	2015	.case.2015	@article{case2016,title={Do high-impact invaders have the strongest negative effects on abundant and functionally similar resident species?},author={Case, Erica J and Harrison, Susan and Cornell, Howard V},journal={Functional Ecology},year={2016},publisher={Wiley Online Library}}	Plantae
http://onlinelibrary.wiley.com/doi/10.1111/evo.12964/abstract	10.1111/evo.12964	Evolution	Wiley Online Library	Male-female genotype interactions maintain variation in traits important for sexual interactions and reproductive isolation	Castillo	2016	.castillo.2016	@article{castillo2016,  title={Male--female genotype interactions maintain variation in traits important for sexual interactions and reproductive isolation},  author={Castillo, Dean M and Delph, Lynda F},  journal={Evolution},  volume={70},  number={7},  pages={1667--1673},  year={2016},  publisher={Wiley Online Library}}	Animalia/Secernentea
http://onlinelibrary.wiley.com/doi/10.1111/mec.13269/full	10.1111/mec.13269	Molecular Ecology	Wiley	Phylogeny and biogeography of the American live oaks (Quercus subsection Virentes): a genomic and population genetics approach	Cavender-Bares	2015	.cavender_bares.2015a	@article{cavenderbares2015,title={Phylogeny and biogeography of the American live oaks (Quercus subsection Virentes): A genomic and population genetics approach},author={Cavender-Bares, Jeannine and Gonz{\'a}lez-Rodr{\'\i}guez, Antonio and Eaton, Deren AR and Hipp, Andrew AL and Beulke, Anne and Manos, Paul S},journal={Molecular ecology},volume={24},number={14},pages={3668--3687},year={2015},publisher={Wiley Online Library}}	Plantae/Quercus
http://onlinelibrary.wiley.com/doi/10.1111/mec.13269/full	10.1111/mec.13269	Molecular Ecology	Wiley	Phylogeny and biogeography of the American live oaks (Quercus subsection Virentes): a genomic and population genetics approach	Cavender-Bares	2015	.cavender_bares.2015b	@article{cavenderbares2015,title={Phylogeny and biogeography of the American live oaks (Quercus subsection Virentes): A genomic and population genetics approach},author={Cavender-Bares, Jeannine and Gonz{\'a}lez-Rodr{\'\i}guez, Antonio and Eaton, Deren AR and Hipp, Andrew AL and Beulke, Anne and Manos, Paul S},journal={Molecular ecology},volume={24},number={14},pages={3668--3687},year={2015},publisher={Wiley Online Library}}	Plantae/Quercus
http://onlinelibrary.wiley.com/doi/10.1111/mec.13269/full	10.1111/mec.13269	Molecular Ecology	Wiley	Phylogeny and biogeography of the American live oaks (Quercus subsection Virentes): a genomic and population genetics approach	Cavender-Bares	2015	.cavender_bares.2015c	@article{cavenderbares2015,title={Phylogeny and biogeography of the American live oaks (Quercus subsection Virentes): A genomic and population genetics approach},author={Cavender-Bares, Jeannine and Gonz{\'a}lez-Rodr{\'\i}guez, Antonio and Eaton, Deren AR and Hipp, Andrew AL and Beulke, Anne and Manos, Paul S},journal={Molecular ecology},volume={24},number={14},pages={3668--3687},year={2015},publisher={Wiley Online Library}}	Plantae/Quercus
http://www.journals.uchicago.edu/doi/10.1086/675497	10.1086/675497	American Naturalist	University of Chicago	Genome-wide association mapping of phenotypic traits subject to a range of intensities of natural selection in Timema cristinae	Comeault	2013	.comeault.2013	@article{comeault2014,  title={Genome-wide association mapping of phenotypic traits subject to a range of intensities of natural selection in Timema cristinae},  author={Comeault, Aaron A and Soria-Carrasco, V{\'\i}ctor and Gompert, Zach and Farkas, Timothy E and Buerkle, C Alex and Parchman, Thomas L and Nosil, Patrik},  journal={The American Naturalist},  volume={183},  number={5},  pages={711--727},  year={2014},  publisher={University of Chicago Press Chicago, IL}} 	Animalia/Insecta
https://onlinelibrary.wiley.com/doi/full/10.1111/evo.12447	10.1111/evo.12447	Evolution	Wiley Online Library	The evolution of bipedal running in lizards suggests a consequential origin may be exploited in later lineages	Clemente	2014	.clemente.2014	@article{doi:10.1111/evo.12447, author = {Clemente, Christofer J.}, title = {THE EVOLUTION OF BIPEDAL RUNNING IN LIZARDS SUGGESTS A CONSEQUENTIAL ORIGIN MAY BE EXPLOITED IN LATER LINEAGES}, journal = {Evolution}, volume = {68}, number = {8}, pages = {2171-2183}, keywords = {Adaptive radiations, agamids, bipedal, co-opted traits, exaptation, morphological evolution, rates of evolution}, doi = {10.1111/evo.12447}, url = {https://onlinelibrary.wiley.com/doi/abs/10.1111/evo.12447}, eprint = {https://onlinelibrary.wiley.com/doi/pdf/10.1111/evo.12447}, abstract = {The origin of bipedal locomotion in lizards is unclear. Modeling studies have suggested that bipedalism may be an exaptation, a byproduct of features originally designed to increase maneuverability, which were only later exploited. Measurement of the body center of mass (BCOM) in 124 species of lizards confirms a significant rearward shift among bipedal lineages. Further racetrack trials showed a significant acceleration threshold between bipedal and quadrupedal runs. These suggest good general support for a passive bipedal model, in which the combination of these features lead to passive lifting of the front of the body. However, variation in morphology could only account for 56\% of the variation in acceleration thresholds, suggesting that dynamics have a significant influence on bipedalism. Deviation from the passive bipedal model was compared with node age, supporting an increase in the influence of dynamics over time. Together, these results show that bipedalism may have first arisen as a consequence of acceleration and a rearward shift in the BCOM, but subsequent linages have exploited this consequence to become bipedal more often, suggesting that bipedalism in lizards may convey some advantage. Exploitation of bipedalism was also associated with increased rates of phenotypic diversity, suggesting exploiting bipedalism may promote adaptive radiation.},, year = {2014} }	Animalia/Reptilia
https://onlinelibrary.wiley.com/doi/full/10.1111/evo.12887	10.1111/evo.12887	Evolution	Wiley Online Library	Body shape transformation along a shared axis of anatomical evolution in labyrinth fishes (Anabantoidei)	Collar	2016	.collar.2016	article{doi:10.1111/evo.12887, author = {Collar, David C. and Quintero, Michelle and Buttler, Bernardo and Ward, Andrea B. and Mehta, Rita S.}, title = {Body shape transformation along a shared axis of anatomical evolution in labyrinth fishes (Anabantoidei)}, journal = {Evolution}, volume = {70}, number = {3}, pages = {555-567}, keywords = {Axial skeleton, elongation, gourami, Luciocephalus, pikehead, rate of evolution}, doi = {10.1111/evo.12887}, url = {https://onlinelibrary.wiley.com/doi/abs/10.1111/evo.12887}, eprint = {https://onlinelibrary.wiley.com/doi/pdf/10.1111/evo.12887}, abstract = {Major morphological transformations, such as the evolution of elongate body shape in vertebrates, punctuate evolutionary history. A fundamental step in understanding the processes that give rise to such transformations is identification of the underlying anatomical changes. But as we demonstrate in this study, important insights can also be gained by comparing these changes to those that occur in ancestral and closely related lineages. In labyrinth fishes (Anabantoidei), rapid evolution of a highly derived torpedo-shaped body in the common ancestor of the pikehead (Luciocephalus aura and L. pulcher) occurred primarily through exceptional elongation of the head, with secondary contributions involving reduction in body depth and lengthening of the precaudal vertebral region. This combination of changes aligns closely with the primary axis of anatomical diversification in other anabantoids, revealing that pikehead evolution involved extraordinarily rapid change in structures that were ancestrally labile. Finer-scale examination of the anatomical components that determine head elongation also shows alignment between the pikehead evolutionary trajectory and the primary axis of cranial diversification in anabantoids, with much higher evolutionary rates leading to the pikehead. Altogether, our results show major morphological transformation stemming from extreme change along a shared morphological axis in labyrinth fishes.},, year = {2016} }	Animalia/Chordata/Actinopterygii
http://onlinelibrary.wiley.com/store/10.1111/oik.01875/asset/oik1875.pdf?v=1&t=j0e90n1e&s=14ab1a572634e5a1296e67ad89c80b4d54b50c2f	10.1111/oik.01875	Oikos	Wiley Online Library	Disentangling the relative importance of species occurrence, abundance and intraspecific variability in community assembly: a trait-based approach at the whole-plant level in Mediterranean forests	de la Riva	2015	.de la riva.2015	@article{riva2015, title={Disentangling the relative importance of species occurrence, abundance and intraspecific variability in community assembly: a trait-based approach at the whole-plant level in Mediterranean forests}, author={Riva, Enrique G and P{\'e}rez-Ramos, Ignacio M and Tosto, Ambra and Navarro-Fern{\'a}ndez, Carmen M and Olmo, Manuel and Mara{\~n}{\'o}n, Teodoro and Villar, Rafael}, journal={Oikos}, year={2015}, publisher={Wiley Online Library}}	Plantae
http://onlinelibrary.wiley.com/doi/10.1111/1365-2435.12362/abstract	10.1111/1365-2435.12362	Functional Ecology	Wiley	Herbivore effect traits and their impact on plant community biomass: an experimental test using grasshoppers	Deraison	2014	.deraison.2014	"@article {FEC:FEC12362,author = {Deraison, H\'{e}l\`{e}ne and Badenhausser, Isabelle and B\""{o}rger, Luca and Gross, Nicolas},title = {Herbivore effect traits and their impact on plant community biomass:an experimental test using grasshoppers},journal = {Functional Ecology},volume = {29},number = {5},issn = {1365-2435},url = {http://dx.doi.org/10.1111/1365-2435.12362},doi = {10.1111/1365-2435.12362},pages = {650--661},year = {2015}}"	Animalia/Arthropoda/Insecta/Orthoptera/Caelifera
http://onlinelibrary.wiley.com/doi/10.1111/jeb.12488/epdf	10.1111/jeb.12488	Heredity	Nature	Condition dependence and the maintenance of genetic variance in a sexually dimorphic black scavenger fly	Dmitriew	2016	.dmitriew.2016	@article{dmitriew2014,  title={Condition dependence and the maintenance of genetic variance in a sexually dimorphic black scavenger fly},  author={Dmitriew, C and Blanckenhorn, WU},  journal={Journal of evolutionary biology},  volume={27},  number={11},  pages={2408--2419},  year={2014},  publisher={Wiley Online Library}}	Animalia/Insecta
http://esapubs.org/archive/ecol/E096/202/	10.1890/14-2252.1	ESA Data Archives	Wiley	Nutrient utilization traits of phytoplankton	Edwards	2015	.edwards.2015a	@article{edwards2015,  title={Nutrient utilization traits of phytoplankton},  author={Edwards, Kyle F and Klausmeier, Christopher A and Litchman, Elena},  journal={Ecology},  volume={96},  number={8},  pages={2311--2311},  year={2015},  publisher={Wiley Online Library}}	Animalia
http://esapubs.org/archive/ecol/E096/202/	10.1890/14-2252.1	ESA Data Archives	Wiley	Nutrient utilization traits of phytoplankton	Edwards	2015	.edwards.2015b	@article{edwards2015,  title={Nutrient utilization traits of phytoplankton},  author={Edwards, Kyle F and Klausmeier, Christopher A and Litchman, Elena},  journal={Ecology},  volume={96},  number={8},  pages={2311--2311},  year={2015},  publisher={Wiley Online Library}}	Animalia
http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/full	10.1002/ecy.1569	ESA Data Archives	Wiley	A plant growth form dataset for the New World	Engemann	2016	.engemann.2016	@article{engemann2016,  title={A plant growth form dataset for the New World},  author={Engemann, K and Sandel, B and Boyle, B and Enquist, BJ and J{\o}rgensen, PM and Kattge, Jens and McGill, BJ and Morueta-Holme, N and Peet, RK and Spencer, NJ and others},  journal={Ecology},  volume={97},  number={11},  pages={3243--3243},  year={2016},  publisher={Wiley Online Library}}	Plantae
https://link.springer.com/article/10.1007%2Fs11692-015-9311-1	10.1007/s11692-015-9311-1	Evolutionary Biology	Springer Nature	Locomotor Mode and the Evolution of the Hindlimb in Western Mediterranean Anurans	Enriquez-urzelai	2015	.enriquezurzelai.2015	"@Article{Enriquez-Urzelai2015, author=""Enriquez-Urzelai, Urtzi and Montori, Albert and Llorente, Gustavo A. and Kaliontzopoulou, Antigoni"", title=""Locomotor Mode and the Evolution of the Hindlimb in Western Mediterranean Anurans"", journal=""Evolutionary Biology"", year=""2015"", month=""Jun"", day=""01"", volume=""42"", number=""2"", pages=""199--209"", abstract=""The evolutionary association between morphology, locomotor performance and habitat use is a central element of the ecomorphological paradigm, and it is known to underlie the evolution of phenotypic diversity in numerous animal taxa. In anuran amphibians the hindlimb acts as the propulsive agent, and as such, it is directly associated with jumping performance. In this study we combine individual- and species-level analyses to examine the effects of locomotor mode on body size and hindlimb morphology of Western Mediterranean anurans. In addition to the commonly studied hindlimb traits, we also examine the ratio between tibiofibula and femur length. Body size shows no signs of an evolutionary association to locomotor mode. Instead, hindlimb traits are significantly differentiated between locomotor groups, both at the individual and species levels. Specifically, we observe a gradient of tibiofibula to femur ratio values that matches biomechanical predictions. The analysis of adult static allometries indicates that these differences arise early in ontogeny. By comparing the fit of distinct evolutionary models we provide evidence that the locomotor mode adopted by each species to match the requirements of the habitat it frequents has shaped the evolution of the hindlimb, but not body size."", issn=""1934-2845"", doi=""10.1007/s11692-015-9311-1"", url=""https://doi.org/10.1007/s11692-015-9311-1"""	Animalia/Chordata/Amphibia/Anura
http://esapubs.org/archive/ecol/E096/128/	10.1890/14-1889.1	ESA Data Archives	Wiley	BAAD: a biomass and allometry database for woody plants	Falster	2015	.falster.2015	@article{falster2015,  title={BAAD: a Biomass And Allometry Database for woody plants,  author={Falster, Daniel S and Duursma, Remko A and Ishihara, Masae I and Barneche, Diego R and FitzJohn, Richard G and V{\aa}rhammar, Angelica and Aiba, Masahiro and Ando, Makoto and Anten, Niels and Aspinwall, Michael J and others},  journal={Ecology},  volume={96},  number={5},  pages={1445--1445},  year={2015},  publisher={Wiley Online Library}}	Plantae
http://onlinelibrary.wiley.com/doi/10.1002/ece3.2822/epdf	10.1002/ece3.2822	Ecology and Evolution	Wiley Online Library	Assortative mating by colored ornaments in blue tits: space and time matter	Fargevieille	2017	.fargevieille.2017	@article{fargevieille2017,  title={Assortative mating by colored ornaments in blue tits: space and time matter},  author={Fargevieille, Am{\'e}lie and Gr{\'e}goire, Arnaud and Charmantier, Anne and Rey Granado, Maria and Doutrelant, Claire},  journal={Ecology and Evolution},  year={2017},  publisher={Wiley Online Library}}	Animalia/Aves
http://datadryad.org/resource/doi:10.5061/dryad.67140	10.1111/1365-2435.12838	Functional Ecology	Wiley	Using trophic structure to reveal patterns of trait-based community assembly across niche dimensions	Fitzgerald	2017	.fitzgerald.2017	@article{fitzgerald2017, title={Using trophic structure to reveal patterns of trait-based community assembly across niche dimensions}, author={Fitzgerald, Daniel B and Winemiller, Kirk O and Sabaj P{\'e}rez, Mark H and Sousa, Leandro M}, journal={Functional Ecology}, year={2017}, publisher={Wiley Online Library}}	Animalia/Chordata/Actinopterygii/Characiformes/Anostomidae, Apteronotidae, Characidae, Cichlidae, Ctenoluciidae, Doradidae, Hemiodontidae, Loricariidae, Serrasalmidae
https://academic.oup.com/jhered/article/105/6/910/2960070	10.1093/jhered/esu057	Journal of Heredity	Oxford University Press	Genetic Determinants and Epistasis for Life History Trait Differences in the Common Monkeyflower, Mimulus guttatus	Friedman	2014	.friedman.2014	"@article{10.1093/jhered/esu057,     author = {Friedman, Jannice},     title = ""{Genetic Determinants and Epistasis for Life History Trait Differences in the Common Monkeyflower, Mimulus guttatus}"",     journal = {Journal of Heredity},     volume = {105},     number = {6},     pages = {910-921},     year = {2014},     month = {09},     abstract = ""{Understanding the genetic basis of complex quantitative traits is a central problem in evolutionary biology, particularly for traits that may lead to adaptations in natural populations. The annual and perennial ecotypes of Mimulus guttatus provide an excellent experimental system for characterizing the genetic components of population divergence. The 2 life history ecotypes coexist throughout the geographic range. Focusing on population differences in life history traits, I examined the strength and direction of pairwise epistatic interactions between 2 target chromosomal regions (DIV1 and DIV2) when singly and cointrogressed into the alternate population’s genetic background. I measured a suite of flowering and vegetative traits related to life history divergence in 804 plants from 18 reciprocal near-isogenic lines. I detected pleiotropic main effects for the DIV1 QTL in both genetic backgrounds and weaker main effects of the DIV2 QTL, primarily in the perennial background. Many of the traits showed epistatic interactions between alleles at the DIV1 and DIV2 QTL. Finally, for many traits, the magnitude of effect size was greater in the perennial background. I evaluate these results in the context of their potential role in population divergence in M. guttatus and adaptive evolution in natural populations.}"",     issn = {0022-1503},     doi = {10.1093/jhered/esu057},     url = {https://doi.org/10.1093/jhered/esu057},     eprint = {http://oup.prod.sis.lan/jhered/article-pdf/105/6/910/10007059/esu057.pdf}, } "	Plantae/Lamiales/Phrymaceae
https://esajournals.onlinelibrary.wiley.com/doi/full/10.1002/ecy.2106	10.1002/ecy.2106	Ecology	Wiley	ATLANTIC MAMMAL TRAITS: a data set of morphological traits of mammals in the Atlantic Forest of South America	Goncalves	2018	.goncalves.2018	@article{doi:10.1002/ecy.2106, author = {Gonçalves, Fernando and Bovendorp, Ricardo S. and Beca, Gabrielle and Bello, Carolina and Costa-Pereira, Raul and Muylaert, Renata L. and Rodarte, Raisa R. and Villar, Nacho and Souza, Rafael and Graipel, Maurício E. and Cherem, Jorge J. and Faria, Deborah and Baumgarten, Julio and Alvarez, Martín R. and Vieira, Emerson M. and Cáceres, Nilton and Pardini, Renata and Leite, Yuri L. R. and Costa, Leonora P. and Mello, Marco A. R. and Fischer, Erich and Passos, Fernando C. and Varzinczak, Luiz H. and Prevedello, Jayme A. and Cruz-Neto, Ariovaldo P. and Carvalho, Fernando and Percequillo, Alexandre R. and Paviolo, Agustin and Nava, Alessandra and Duarte, José M. B. and de la Sancha, Noé U. and Bernard, Enrico and Morato, Ronaldo G. and Ribeiro, Juliana F. and Becker, Rafael G. and Paise, Gabriela and Tomasi, Paulo S. and Vélez-Garcia, Felipe and Melo, Geruza L. and Sponchiado, Jonas and Cerezer, Felipe and Barros, Marília A. S. and de Souza, Albérico Q. S. and dos Santos, Cinthya C. and Giné, Gastón A. F. and Kerches-Rogeri, Patricia and Weber, Marcelo M. and Ambar, Guilherme and Cabrera-Martinez, Lucía V. and Eriksson, Alan and Silveira, Maurício and Santos, Carolina F. and Alves, Lucas and Barbier, Eder and Rezende, Gabriela C. and Garbino, Guilherme S. T. and Rios, Élson O. and Silva, Adna and Nascimento, Alexandre Túlio A. and de Carvalho, Rodrigo S. and Feijó, Anderson and Arrabal, Juan and Agostini, Ilaria and Lamattina, Daniela and Costa, Sebastian and Vanderhoeven, Ezequiel and de Melo, Fabiano R. and de Oliveira Laroque, Plautino and Jerusalinsky, Leandro and Valença-Montenegro, Mônica M. and Martins, Amely B. and Ludwig, Gabriela and de Azevedo, Renata B. and Anzóategui, Agustin and da Silva, Marina X. and Figuerêdo Duarte Moraes, Marcela and Vogliotti, Alexandre and Gatti, Andressa and Püttker, Thomas and Barros, Camila S. and Martins, Thais K. and Keuroghlian, Alexine and Eaton, Donald P. and Neves, Carolina L. and Nardi, Marcelo S. and Braga, Caryne and Gonçalves, Pablo R. and Srbek-Araujo, Ana Carolina and Mendes, Poliana and de Oliveira, João A. and Soares, Fábio A. M. and Rocha, Patrício A. and Crawshaw Jr., Peter and Ribeiro, Milton C. and Galetti, Mauro}, title = {ATLANTIC MAMMAL TRAITS: a data set of morphological traits of mammals in the Atlantic Forest of South America}, journal = {Ecology}, volume = {99}, number = {2}, pages = {498-498}, keywords = {biodiversity hotspot, biogeographic region, body mass, forest fragmentation, functional diversity, geographic range, individual based darta, individual variation, interspecific variation, inventories, Mammalia, rainforests}, doi = {10.1002/ecy.2106}, url = {https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1002/ecy.2106}, eprint = {https://esajournals.onlinelibrary.wiley.com/doi/pdf/10.1002/ecy.2106}, abstract = {Abstract Measures of traits are the basis of functional biological diversity. Numerous works consider mean species-level measures of traits while ignoring individual variance within species. However, there is a large amount of variation within species and it is increasingly apparent that it is important to consider trait variation not only between species, but also within species. Mammals are an interesting group for investigating trait-based approaches because they play diverse and important ecological functions (e.g., pollination, seed dispersal, predation, grazing) that are correlated with functional traits. Here we compile a data set comprising morphological and life history information of 279 mammal species from 39,850 individuals of 388 populations ranging from −5.83 to −29.75 decimal degrees of latitude and −34.82 to −56.73 decimal degrees of longitude in the Atlantic forest of South America. We present trait information from 16,840 individuals of 181 species of non-volant mammals (Rodentia, Didelphimorphia, Carnivora, Primates, Cingulata, Artiodactyla, Pilosa, Lagomorpha, Perissodactyla) and from 23,010 individuals of 98 species of volant mammals (Chiroptera). The traits reported include body mass, age, sex, reproductive stage, as well as the geographic coordinates of sampling for all taxa. Moreover, we gathered information on forearm length for bats and body length and tail length for rodents and marsupials. No copyright restrictions are associated with the use of this data set. Please cite this data paper when the data are used in publications. We also request that researchers and teachers inform us of how they are using the data.},, year = {2018} }	Animalia/Mammalia
http://www.nature.com/articles/sdata201513	10.1038/sdata.2015.13	Scientific Data	Nature	A summary of eight traits of Coleoptera, Hemiptera, Orthoptera and Araneae, occurring in grasslands in Germany	Gossner	2015	.gossner.2015	"@article{gossner2015,title={A summary of eight traits of Coleoptera, Hemiptera, Orthoptera and Araneae, occurring in grasslands in Germany},author={Gossner, Martin M and Simons, Nadja K and Achtziger, Roland and Blick, Theo and Dorow, Wolfgang HO and Dziock, Frank and K{\""o}hler, Frank and Rabitsch, Wolfgang and Weisser, Wolfgang W},journal={Scientific data},volume={2},year={2015},publisher={Nature Publishing Group}}"	Animalia/Insecta
http://onlinelibrary.wiley.com/doi/10.1111/1365-2435.12449/full	10.1111/1365-2435.12449	Functional Ecology	Wiley	Burn or rot: leaf traits explain why flammability and decomposability are decoupled across species	Grootemaat	2015	.grootemaat.2015	@article{grootemaat2015, title={Burn or rot: leaf traits explain why flammability and decomposability are decoupled across species}, author={Grootemaat, Saskia and Wright, Ian J and Bodegom, Peter M and Cornelissen, Johannes HC and Cornwell, William K}, journal={Functional Ecology}, volume={29}, number={11}, pages={1486--1497}, year={2015}, publisher={Wiley Online Library}}	Plantae/Tracheophyta
http://onlinelibrary.wiley.com/doi/10.1111/1365-2435.12835/full	10.1111/1365-2435.12835	Functional Ecology	Wiley	Plant traits and plant biogeography control the biotic resistance provided by generalist herbivores	Grutters	2017	.grutters.2017	@article{grutters2017,title={Plant traits and plant biogeography control the biotic resistance provided by generalist herbivores},author={Grutters, Bart and Roijendijk, Yvonne OA and Verberk, Wilco CEP and Bakker, Elisabeth S},journal={Functional Ecology},year={2017},publisher={Wiley Online Library}}	Plantae
https://onlinelibrary.wiley.com/doi/full/10.1111/evo.12143	10.5061/dryad.8qj87	Evolution	Wiley Online Library	Intraclutch differences in egg characteristics mitigate the consequences of age-related hierarchies in a wild passerine	Hadfield	2013	.hadfield.2013	@article{doi:10.1111/evo.12143, author = {Hadfield, Jarrod D. and Heap, Elizabeth A. and Bayer, Florian and Mittell, Elizabeth A. and Crouch, Nicholas M. A.}, title = {INTRACLUTCH DIFFERENCES IN EGG CHARACTERISTICS MITIGATE THE CONSEQUENCES OF AGE-RELATED HIERARCHIES IN A WILD PASSERINE}, journal = {Evolution}, volume = {67}, number = {9}, pages = {2688-2700}, keywords = {Cyanistes caeruleus, development, eggs, maternal effects, quantitative genetics, selection}, doi = {10.1111/evo.12143}, url = {https://onlinelibrary.wiley.com/doi/abs/10.1111/evo.12143}, eprint = {https://onlinelibrary.wiley.com/doi/pdf/10.1111/evo.12143}, abstract = {The relative age of an individual's siblings is a major cause of fitness variation in many species. In Blue tits (Cyanistes caeruleus), we show that age hierarchies are predominantly caused by incubation preclutch completion, such that last laid eggs hatch later than early laid eggs. However, after statistically controlling for incubation behavior late laid eggs are shown to hatch more quickly than early laid eggs reducing the amount of asynchrony. By experimentally switching early and late laid eggs between nests on the day they were laid, we controlled for the effect of differential incubation and found that the faster hatching times of late laid eggs remains. Chicks that hatched earlier were heavier and had higher probability of fledgling, and chicks that hatched from experimental eggs had patterns of growth and survival consistent with this. Egg mass explained a small part of this variation, but the remainder must be due to egg composition. These results are consistent with the idea that intrinsic differences between eggs across the laying sequence serve to mitigate the effects of age-related hierarchies. We also show that between-clutch variation in prenatal developmental rate exists and that it is mainly environmental in origin rather than genetic.},, year = {2013} }	Animalia/Chordata/Aves/Passeriformes/Paridae
http://onlinelibrary.wiley.com/doi/10.1890/15-1275.1/full	10.1890/15-1275.1	Ecology	Wiley	A compilation of quantitative functional traits for marine and freshwater crustacean zooplankton	Herbert	2016	.hebert.2016	@article{hebert2016,  title={A compilation of quantitative functional traits for marine and freshwater crustacean zooplankton},  author={H\'{e}bert, Marie-Pier and Beisner, Beatrix E and Maranger, Roxane},  journal={Ecology},  year={2016},  publisher={Wiley Online Library}}	Animalia/Crustacea
http://www.sciencedirect.com/science/article/pii/S1433831913000218	10.1016/j.ppees.2013.02.001	Perspectives in Plant Ecology, Evolution and Systematics	Elsevier	D3: The Dispersal and Diaspore Database -- Baseline data and statistics on seed dispersal	Hintze	2013	.hintze.2013	"@article{hintze2013,  title={D 3: the dispersal and diaspore database--baseline data and statistics on seed dispersal},  author={Hintze, Christina and Heydel, Felix and Hoppe, Christina and Cunze, Sarah and K{\""o}nig, Andreas and Tackenberg, Oliver},  journal={Perspectives in Plant Ecology, Evolution and Systematics},  volume={15},  number={3},  pages={180--192},  year={2013},  publisher={Elsevier}}"	Plantae
http://onlinelibrary.wiley.com/doi/10.1111/1365-2435.12653/abstract 	http://dx.doi.org/10.5061/dryad.2d960	Functional Ecology	Wiley	Trade-offs among locomotor performance, reproduction, and immunity in lizards	Husak	2016	.husak.2016	@article{husak2016, title={Trade-offs among locomotor performance, reproduction, and immunity in lizards}, author {Husak, Jerry F and Ferguson, Haley A and Lovern, Matthew B}, journal={Functional Ecology}, year={2016}, publisher={Wiley Online Library}}	Animalia/Reptilia
http://rspb.royalsocietypublishing.org/content/283/1845/20162199	http://dx.doi.org/10.5061/dryad.9vr0c	Proceedings of the Royal Society	The Royal Society	Comparative tests of the role of dewlap size in Anolis lizard speciation	Ingram	2016	.ingram.2016	@inproceedings{ingram2016comparative, title={Comparative tests of the role of dewlap size in Anolis lizard speciation}, author={Ingram, Travis and Harrison, Alexis and Mahler, D Luke and del Rosario Casta{\~n}eda, Mar{\'\i}a and Glor, Richard E and Herrel, Anthony and Stuart, Yoel E and Losos, Jonathan B}, booktitle={Proc. R. Soc. B}, volume={283}, number={1845}, pages={20162199}, year={2016}, organization={The Royal Society}}	Animalia/Reptilia
http://esapubs.org/archive/ecol/E096/226/	10.1890/15-0299.1	Ecology	Wiley	Nitrogen and carbon stable isotope variation in northeast Atlantic fishes and squids	Jennings	2015	.jennings.2015	@article {ECY:ECY20159692568,author = {Jennings, S. and Cogan, S. M.},title = {Nitrogen and carbon stable isotope variation in northeast Atlantic fishes and squids},journal = {Ecology},volume = {96},number = {9},publisher = {Ecological Society of America},issn = {1939-9170},url = {http://dx.doi.org/10.1890/15-0299.1},doi = {10.1890/15-0299.1},pages = {2568--2568},keywords = {body size, cephalopod, consumer, elasmobranch, food chain, food web, marine, producer, teleost, trophic position, stable isotopes},year = {2015},}	Animalia
http://onlinelibrary.wiley.com/doi/10.1111/1365-2656.12526/full	10.1111/1365-2656.12526	Journal of Animal Ecology	Wiley Online Library	Foraging modality and plasticity in foraging traits determine the strength of competitive interactions among carnivorous plants, spiders, and toads	Jennings	2016	.jennings.2016a	@article{jennings2016, title={Foraging modality and plasticity in foraging traits determine the strength of competitive interactions among carnivorous plants, spiders and toads}, author={Jennings, David E and Krupa, James J and Rohr, Jason R}, journal={Journal of Animal Ecology}, volume={85}, number={4}, pages={973--981}, year={2016}, publisher={Wiley Online Library}}	Plantae/Animalia
http://onlinelibrary.wiley.com/doi/10.1111/1365-2656.12526/full	10.1111/1365-2656.12526	Journal of Animal Ecology	Wiley Online Library	Foraging modality and plasticity in foraging traits determine the strength of competitive interactions among carnivorous plants, spiders, and toads	Jennings	2016	.jennings.2016b	@article{jennings2016, title={Foraging modality and plasticity in foraging traits determine the strength of competitive interactions among carnivorous plants, spiders and toads}, author={Jennings, David E and Krupa, James J and Rohr, Jason R}, journal={Journal of Animal Ecology}, volume={85}, number={4}, pages={973--981}, year={2016}, publisher={Wiley Online Library}}	Plantae/Animalia
